Airport,City,CountOfFlights,IATA,Latitude,Longitude,PathId,PointOrder
Norman Y. Mineta San Jose International Airport,"San Jose, CA",0,SJC,37.36259841918945,-121.9290008544922,3084,1
Portland International Airport,"Portland, OR",440,PDX,45.58869934,-122.59799960000001,3085,0
Salt Lake City International Airport,"Salt Lake City, UT",0,SLC,40.78839874267578,-111.97799682617188,3085,1
Portland International Airport,"Portland, OR",260,PDX,45.58869934,-122.59799960000001,3086,0
Sacramento International Airport,"Sacramento, CA",0,SMF,38.69540023803711,-121.59100341796876,3086,1
Portland International Airport,"Portland, OR",182,PDX,45.58869934,-122.59799960000001,3087,0
John Wayne Airport-Orange County Airport,"Santa Ana, CA",0,SNA,33.67570114,-117.86799620000001,3087,1
Portland International Airport,"Portland, OR",110,PDX,45.58869934,-122.59799960000001,3088,0
Lambert St Louis International Airport,"St. Louis, MO",0,STL,38.74869918823242,-90.37000274658205,3088,1
Portland International Airport,"Portland, OR",59,PDX,45.58869934,-122.59799960000001,3089,0
Tucson International Airport,"Tucson, AZ",0,TUS,32.116100311279304,-110.94100189208984,3089,1
Charlotte County Airport,"Punta Gorda, FL",25,PGD,26.92020035,-81.99050140000001,3090,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,3090,1
Charlotte County Airport,"Punta Gorda, FL",26,PGD,26.92020035,-81.99050140000001,3091,0
Philadelphia International Airport,"Philadelphia, PA",0,PHL,39.87189865112305,-75.24109649658203,3091,1
Charlotte County Airport,"Punta Gorda, FL",59,PGD,26.92020035,-81.99050140000001,3092,0
Trenton Mercer Airport,"Trenton, NJ",0,TTN,40.27669906616211,-74.8134994506836,3092,1
Newport News Williamsburg International Airport,"Newport News/Williamsburg, VA",165,PHF,37.13190079,-76.49299622,3093,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,3093,1
Philadelphia International Airport,"Philadelphia, PA",1104,PHL,39.87189865112305,-75.24109649658203,3094,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,3094,1
Philadelphia International Airport,"Philadelphia, PA",59,PHL,39.87189865112305,-75.24109649658203,3095,0
Austin Bergstrom International Airport,"Austin, TX",0,AUS,30.194499969482425,-97.6698989868164,3095,1
Philadelphia International Airport,"Philadelphia, PA",69,PHL,39.87189865112305,-75.24109649658203,3096,0
Bradley International Airport,"Hartford, CT",0,BDL,41.9388999939,-72.68319702149999,3096,1
Philadelphia International Airport,"Philadelphia, PA",109,PHL,39.87189865112305,-75.24109649658203,3097,0
Nashville International Airport,"Nashville, TN",0,BNA,36.1245002746582,-86.6781997680664,3097,1
Philadelphia International Airport,"Philadelphia, PA",681,PHL,39.87189865112305,-75.24109649658203,3098,0
General Edward Lawrence Logan International Airport,"Boston, MA",0,BOS,42.36429977,-71.00520325,3098,1
Philadelphia International Airport,"Philadelphia, PA",6,PHL,39.87189865112305,-75.24109649658203,3099,0
Cleveland Hopkins International Airport,"Cleveland, OH",0,CLE,41.411701202399996,-81.8498001099,3099,1
Philadelphia International Airport,"Philadelphia, PA",516,PHL,39.87189865112305,-75.24109649658203,3100,0
Charlotte Douglas International Airport,"Charlotte, NC",0,CLT,35.2140007019043,-80.94309997558594,3100,1
Philadelphia International Airport,"Philadelphia, PA",59,PHL,39.87189865112305,-75.24109649658203,3101,0
Dallas Love Field,"Dallas, TX",0,DAL,32.84709930419922,-96.85179901123048,3101,1
Philadelphia International Airport,"Philadelphia, PA",67,PHL,39.87189865112305,-75.24109649658203,3102,0
Ronald Reagan Washington National Airport,"Washington, DC",0,DCA,38.8521,-77.037697,3102,1
Philadelphia International Airport,"Philadelphia, PA",360,PHL,39.87189865112305,-75.24109649658203,3103,0
Denver International Airport,"Denver, CO",0,DEN,39.861698150635,-104.672996521,3103,1
Philadelphia International Airport,"Philadelphia, PA",573,PHL,39.87189865112305,-75.24109649658203,3104,0
Dallas Fort Worth International Airport,"Dallas/Fort Worth, TX",0,DFW,32.896800994873054,-97.03800201416016,3104,1
Philadelphia International Airport,"Philadelphia, PA",349,PHL,39.87189865112305,-75.24109649658203,3105,0
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,3105,1
Philadelphia International Airport,"Philadelphia, PA",565,PHL,39.87189865112305,-75.24109649658203,3106,0
Fort Lauderdale Hollywood International Airport,"Fort Lauderdale, FL",0,FLL,26.072599411010746,-80.15270233154297,3106,1
Philadelphia International Airport,"Philadelphia, PA",82,PHL,39.87189865112305,-75.24109649658203,3107,0
George Bush Intercontinental Houston Airport,"Houston, TX",0,IAH,29.98439979553223,-95.34140014648438,3107,1
Philadelphia International Airport,"Philadelphia, PA",6,PHL,39.87189865112305,-75.24109649658203,3108,0
Indianapolis International Airport,"Indianapolis, IN",0,IND,39.7173,-86.294403,3108,1
Philadelphia International Airport,"Philadelphia, PA",107,PHL,39.87189865112305,-75.24109649658203,3109,0
Jacksonville International Airport,"Jacksonville, FL",0,JAX,30.49410057067871,-81.68789672851562,3109,1
Philadelphia International Airport,"Philadelphia, PA",300,PHL,39.87189865112305,-75.24109649658203,3110,0
McCarran International Airport,"Las Vegas, NV",0,LAS,36.08010101,-115.15200039999999,3110,1
Philadelphia International Airport,"Philadelphia, PA",362,PHL,39.87189865112305,-75.24109649658203,3111,0
Los Angeles International Airport,"Los Angeles, CA",0,LAX,33.94250107,-118.40799709999999,3111,1
Philadelphia International Airport,"Philadelphia, PA",100,PHL,39.87189865112305,-75.24109649658203,3112,0
La Guardia Airport,"New York, NY",0,LGA,40.77719879,-73.87259674,3112,1
Philadelphia International Airport,"Philadelphia, PA",781,PHL,39.87189865112305,-75.24109649658203,3113,0
Orlando International Airport,"Orlando, FL",0,MCO,28.429399490356445,-81.30899810791016,3113,1
Philadelphia International Airport,"Philadelphia, PA",324,PHL,39.87189865112305,-75.24109649658203,3114,0
Chicago Midway International Airport,"Chicago, IL",0,MDW,41.7859992980957,-87.75240325927734,3114,1
Philadelphia International Airport,"Philadelphia, PA",420,PHL,39.87189865112305,-75.24109649658203,3115,0
Miami International Airport,"Miami, FL",0,MIA,25.79319953918457,-80.29060363769531,3115,1
Philadelphia International Airport,"Philadelphia, PA",294,PHL,39.87189865112305,-75.24109649658203,3116,0
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",0,MSP,44.8819999695,-93.22180175780001,3116,1
Philadelphia International Airport,"Philadelphia, PA",139,PHL,39.87189865112305,-75.24109649658203,3117,0
Louis Armstrong New Orleans International Airport,"New Orleans, LA",0,MSY,29.99340057373047,-90.25800323486328,3117,1
Philadelphia International Airport,"Philadelphia, PA",9,PHL,39.87189865112305,-75.24109649658203,3118,0
Myrtle Beach International Airport,"Myrtle Beach, SC",0,MYR,33.6796989441,-78.9282989502,3118,1
Philadelphia International Airport,"Philadelphia, PA",659,PHL,39.87189865112305,-75.24109649658203,3119,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,3119,1
Philadelphia International Airport,"Philadelphia, PA",253,PHL,39.87189865112305,-75.24109649658203,3120,0
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",0,PBI,26.68320083618164,-80.09559631347656,3120,1
Philadelphia International Airport,"Philadelphia, PA",26,PHL,39.87189865112305,-75.24109649658203,3121,0
Charlotte County Airport,"Punta Gorda, FL",0,PGD,26.92020035,-81.99050140000001,3121,1
Philadelphia International Airport,"Philadelphia, PA",406,PHL,39.87189865112305,-75.24109649658203,3122,0
Phoenix Sky Harbor International Airport,"Phoenix, AZ",0,PHX,33.43429946899414,-112.01200103759766,3122,1
Philadelphia International Airport,"Philadelphia, PA",195,PHL,39.87189865112305,-75.24109649658203,3123,0
Pittsburgh International Airport,"Pittsburgh, PA",0,PIT,40.49150085,-80.23290253,3123,1
Philadelphia International Airport,"Philadelphia, PA",142,PHL,39.87189865112305,-75.24109649658203,3124,0
Theodore Francis Green State Airport,"Providence, RI",0,PVD,41.73260116577149,-71.42040252685547,3124,1
Philadelphia International Airport,"Philadelphia, PA",308,PHL,39.87189865112305,-75.24109649658203,3125,0
Raleigh Durham International Airport,"Raleigh/Durham, NC",0,RDU,35.877601623535156,-78.7874984741211,3125,1
Philadelphia International Airport,"Philadelphia, PA",185,PHL,39.87189865112305,-75.24109649658203,3126,0
Southwest Florida International Airport,"Fort Myers, FL",0,RSW,26.53619956970215,-81.75520324707031,3126,1
Philadelphia International Airport,"Philadelphia, PA",69,PHL,39.87189865112305,-75.24109649658203,3127,0
San Diego International Airport,"San Diego, CA",0,SAN,32.7336006165,-117.190002441,3127,1
Philadelphia International Airport,"Philadelphia, PA",118,PHL,39.87189865112305,-75.24109649658203,3128,0
Seattle Tacoma International Airport,"Seattle, WA",0,SEA,47.44900131225586,-122.30899810791016,3128,1
Philadelphia International Airport,"Philadelphia, PA",292,PHL,39.87189865112305,-75.24109649658203,3129,0
San Francisco International Airport,"San Francisco, CA",0,SFO,37.61899948120117,-122.375,3129,1
Philadelphia International Airport,"Philadelphia, PA",181,PHL,39.87189865112305,-75.24109649658203,3130,0
Luis Munoz Marin International Airport,"San Juan, PR",0,SJU,18.4393997192,-66.0018005371,3130,1
Philadelphia International Airport,"Philadelphia, PA",140,PHL,39.87189865112305,-75.24109649658203,3131,0
Salt Lake City International Airport,"Salt Lake City, UT",0,SLC,40.78839874267578,-111.97799682617188,3131,1
Philadelphia International Airport,"Philadelphia, PA",127,PHL,39.87189865112305,-75.24109649658203,3132,0
Lambert St Louis International Airport,"St. Louis, MO",0,STL,38.74869918823242,-90.37000274658205,3132,1
Philadelphia International Airport,"Philadelphia, PA",43,PHL,39.87189865112305,-75.24109649658203,3133,0
Cyril E. King Airport,"Charlotte Amalie, VI",0,STT,18.337299346923828,-64.97339630126953,3133,1
Philadelphia International Airport,"Philadelphia, PA",382,PHL,39.87189865112305,-75.24109649658203,3134,0
Tampa International Airport,"Tampa, FL",0,TPA,27.975500106811523,-82.533203125,3134,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",380,PHX,33.43429946899414,-112.01200103759766,3135,0
Albuquerque International Sunport Airport,"Albuquerque, NM",0,ABQ,35.04019927978516,-106.60900115966795,3135,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",26,PHX,33.43429946899414,-112.01200103759766,3136,0
Ted Stevens Anchorage International Airport,"Anchorage, AK",0,ANC,61.174400329589844,-149.99600219726562,3136,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",586,PHX,33.43429946899414,-112.01200103759766,3137,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,3137,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",286,PHX,33.43429946899414,-112.01200103759766,3138,0
Austin Bergstrom International Airport,"Austin, TX",0,AUS,30.194499969482425,-97.6698989868164,3138,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",158,PHX,33.43429946899414,-112.01200103759766,3139,0
Meadows Field,"Bakersfield, CA",0,BFL,35.43360138,-119.0569992,3139,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",190,PHX,33.43429946899414,-112.01200103759766,3140,0
Nashville International Airport,"Nashville, TN",0,BNA,36.1245002746582,-86.6781997680664,3140,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",179,PHX,33.43429946899414,-112.01200103759766,3141,0
Boise Air Terminal/Gowen field,"Boise, ID",0,BOI,43.56439972,-116.22299960000001,3141,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",238,PHX,33.43429946899414,-112.01200103759766,3142,0
General Edward Lawrence Logan International Airport,"Boston, MA",0,BOS,42.36429977,-71.00520325,3142,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",59,PHX,33.43429946899414,-112.01200103759766,3143,0
Buffalo Niagara International Airport,"Buffalo, NY",0,BUF,42.94049835,-78.73220062,3143,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",373,PHX,33.43429946899414,-112.01200103759766,3144,0
Bob Hope Airport,"Burbank, CA",0,BUR,34.200698852539055,-118.35900115966795,3144,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",249,PHX,33.43429946899414,-112.01200103759766,3145,0
Baltimore/Washington International Thurgood Marshall Airport,"Baltimore, MD",0,BWI,39.17539978,-76.66829681,3145,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",119,PHX,33.43429946899414,-112.01200103759766,3146,0
Cleveland Hopkins International Airport,"Cleveland, OH",0,CLE,41.411701202399996,-81.8498001099,3146,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",477,PHX,33.43429946899414,-112.01200103759766,3147,0
Charlotte Douglas International Airport,"Charlotte, NC",0,CLT,35.2140007019043,-80.94309997558594,3147,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",179,PHX,33.43429946899414,-112.01200103759766,3148,0
Port Columbus International Airport,"Columbus, OH",0,CMH,39.99800109863281,-82.89189910888672,3148,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",59,PHX,33.43429946899414,-112.01200103759766,3149,0
City of Colorado Springs Municipal Airport,"Colorado Springs, CO",0,COS,38.805801391602,-104.70099639893,3149,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",51,PHX,33.43429946899414,-112.01200103759766,3150,0
Cincinnati Northern Kentucky International Airport,"Cincinnati, OH",0,CVG,39.0488014221,-84.6678009033,3150,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",336,PHX,33.43429946899414,-112.01200103759766,3151,0
Dallas Love Field,"Dallas, TX",0,DAL,32.84709930419922,-96.85179901123048,3151,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",176,PHX,33.43429946899414,-112.01200103759766,3152,0
Ronald Reagan Washington National Airport,"Washington, DC",0,DCA,38.8521,-77.037697,3152,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",1302,PHX,33.43429946899414,-112.01200103759766,3153,0
Denver International Airport,"Denver, CO",0,DEN,39.861698150635,-104.672996521,3153,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",681,PHX,33.43429946899414,-112.01200103759766,3154,0
Dallas Fort Worth International Airport,"Dallas/Fort Worth, TX",0,DFW,32.896800994873054,-97.03800201416016,3154,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",126,PHX,33.43429946899414,-112.01200103759766,3155,0
Durango La Plata County Airport,"Durango, CO",0,DRO,37.1515007019,-107.75399780299999,3155,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",147,PHX,33.43429946899414,-112.01200103759766,3156,0
Des Moines International Airport,"Des Moines, IA",0,DSM,41.53400039672852,-93.66310119628906,3156,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",449,PHX,33.43429946899414,-112.01200103759766,3157,0
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,3157,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",24,PHX,33.43429946899414,-112.01200103759766,3158,0
Eagle County Regional Airport,"Eagle, CO",0,EGE,39.64260101,-106.9179993,3158,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",227,PHX,33.43429946899414,-112.01200103759766,3159,0
El Paso International Airport,"El Paso, TX",0,ELP,31.80719948,-106.37799840000002,3159,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",1,PHX,33.43429946899414,-112.01200103759766,3160,0
Mahlon Sweet Field,"Eugene, OR",0,EUG,44.12459945678711,-123.21199798583984,3160,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",392,PHX,33.43429946899414,-112.01200103759766,3161,0
Newark Liberty International Airport,"Newark, NJ",0,EWR,40.69250106811523,-74.168701171875,3161,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",68,PHX,33.43429946899414,-112.01200103759766,3162,0
Fresno Yosemite International Airport,"Fresno, CA",0,FAT,36.77619934082031,-119.71800231933594,3162,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",190,PHX,33.43429946899414,-112.01200103759766,3163,0
Flagstaff Pulliam Airport,"Flagstaff, AZ",0,FLG,35.13850021,-111.6709976,3163,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",59,PHX,33.43429946899414,-112.01200103759766,3164,0
Fort Lauderdale Hollywood International Airport,"Fort Lauderdale, FL",0,FLL,26.072599411010746,-80.15270233154297,3164,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",177,PHX,33.43429946899414,-112.01200103759766,3165,0
Spokane International Airport,"Spokane, WA",0,GEG,47.61989974975586,-117.53399658203124,3165,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",126,PHX,33.43429946899414,-112.01200103759766,3166,0
Grand Junction Regional Airport,"Grand Junction, CO",0,GJT,39.1223983765,-108.527000427,3166,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",148,PHX,33.43429946899414,-112.01200103759766,3167,0
Honolulu International Airport,"Honolulu, HI",0,HNL,21.318700790405273,-157.9219970703125,3167,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",236,PHX,33.43429946899414,-112.01200103759766,3168,0
William P Hobby Airport,"Houston, TX",0,HOU,29.64539909,-95.27890015,3168,1
Phoenix Sky Harbor International Airport,"Phoenix, AZ",59,PHX,33.43429946899414,-112.01200103759766,3169,0
